layer,name,status,family,risk,references,file,line,evidence
emitter_api,LDR_xPCi,unreviewed,LDR_xPCi,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,126,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LDR_xXi,unreviewed,LDR_xXi,60,25,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,123,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LDR_xXpost,unreviewed,LDR_xXpost,60,4,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,124,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LDR_xXx,unreachable,LDR_xXx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,133,no path from reachable AArch64 compiler/emitter roots
emitter_api,LDR_xXxLSLi,unreviewed,LDR_xXxLSLi,60,5,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,136,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LDRB_wXi,unreachable,LDRB_wXi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,137,no path from reachable AArch64 compiler/emitter roots
emitter_api,LDRB_wXx,unreviewed,LDRB_wXx,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,138,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LDRH_wXi,unreviewed,LDRH_wXi,60,6,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,139,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LDRH_wXx,unreviewed,LDRH_wXx,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,140,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LSL_wwi,unreviewed,LSL_wwi,60,67,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,330,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LSL_www,unreviewed,LSL_www,60,18,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,328,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LSL_xxi,unreviewed,LSL_xxi,60,14,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,331,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LSL_xxx,unreviewed,LSL_xxx,60,10,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,329,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LSR_wwi,unreviewed,LSR_wwi,60,13,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,334,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LSR_www,unreviewed,LSR_www,60,4,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,332,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LSR_xxi,unreviewed,LSR_xxi,60,5,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,335,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,LSR_xxx,unreviewed,LSR_xxx,60,17,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,333,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOV_wi,unreviewed,MOV_wi,60,46,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,163,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOV_wish,unreviewed,MOV_wish,60,6,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,166,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOV_ww,unreviewed,MOV_ww,60,68,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,168,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOV_xi,unreviewed,MOV_xi,60,36,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,164,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOV_xish,unreviewed,MOV_xish,60,9,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,167,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOV_xx,unreviewed,MOV_xx,60,7,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,169,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOVI_di,unreviewed,MOVI_di,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,466,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOVK_wi,unreviewed,MOVK_wi,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,170,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOVK_wish,unreviewed,MOVK_wish,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,172,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOVK_xi,unreviewed,MOVK_xi,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,171,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOVK_xish,unreviewed,MOVK_xish,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,173,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOVN_wi,unreviewed,MOVN_wi,60,5,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,174,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOVN_wish,unreachable,MOVN_wish,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,176,no path from reachable AArch64 compiler/emitter roots
emitter_api,MOVN_xi,unreviewed,MOVN_xi,60,8,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,175,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MOVN_xish,unreachable,MOVN_xish,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,177,no path from reachable AArch64 compiler/emitter roots
emitter_api,MRS_FPCR_x,unreviewed,MRS_FPCR_x,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,65,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MRS_FPSR_x,unreviewed,MRS_FPSR_x,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,66,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MRS_NZCV_x,unreviewed,MRS_NZCV_x,60,87,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,64,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MSR_FPCR_x,unreviewed,MSR_FPCR_x,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,69,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MSR_FPSR_x,unreviewed,MSR_FPSR_x,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,70,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MSR_NZCV_x,unreviewed,MSR_NZCV_x,60,85,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,68,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MSUB_wwww,unreviewed,MSUB_wwww,60,4,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,226,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MSUB_xxxx,unreviewed,MSUB_xxxx,60,6,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,227,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,MUL_www,unreachable,MUL_www,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,215,no path from reachable AArch64 compiler/emitter roots
emitter_api,MUL_xxx,unreachable,MUL_xxx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,216,no path from reachable AArch64 compiler/emitter roots
emitter_api,MVN_ww,unreachable,MVN_ww,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,178,no path from reachable AArch64 compiler/emitter roots
emitter_api,MVN_xx,unreachable,MVN_xx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,179,no path from reachable AArch64 compiler/emitter roots
emitter_api,NEG_ww,audited,NEG_ww,88,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,237,AARCH64_JIT_AUDIT_NEG_LIFECYCLE.md
emitter_api,NEG_xx,unreachable,NEG_xx,88,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,238,no path from reachable AArch64 compiler/emitter roots
emitter_api,NEGS_ww,unreachable,NEGS_ww,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,239,no path from reachable AArch64 compiler/emitter roots
emitter_api,NEGS_xx,unreachable,NEGS_xx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,240,no path from reachable AArch64 compiler/emitter roots
emitter_api,NGC_ww,unreachable,NGC_ww,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,241,no path from reachable AArch64 compiler/emitter roots
emitter_api,NGC_xx,unreachable,NGC_xx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,242,no path from reachable AArch64 compiler/emitter roots
emitter_api,NGCS_ww,unreachable,NGCS_ww,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,243,no path from reachable AArch64 compiler/emitter roots
emitter_api,NGCS_xx,unreachable,NGCS_xx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,244,no path from reachable AArch64 compiler/emitter roots
emitter_api,ORR_www,unreviewed,ORR_www,60,40,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,309,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,ORR_wwwLSLi,unreachable,ORR_wwwLSLi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,311,no path from reachable AArch64 compiler/emitter roots
emitter_api,ORR_wwwLSRi,unreviewed,ORR_wwwLSRi,60,16,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,313,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,ORR_xxx,unreviewed,ORR_xxx,60,5,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,310,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,ORR_xxxLSLi,unreviewed,ORR_xxxLSLi,60,7,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,312,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,ORR_xxxLSRi,unreachable,ORR_xxxLSRi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,314,no path from reachable AArch64 compiler/emitter roots
emitter_api,REV_ww,unreviewed,REV_ww,60,4,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,372,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,REV_xx,unreviewed,REV_xx,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,373,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,REV16_ww,unreviewed,REV16_ww,60,5,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,374,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,REV16_xx,unreviewed,REV16_xx,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,375,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,REV32_xx,unreviewed,REV32_xx,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,376,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,REV64_dd,unreviewed,REV64_dd,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,498,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,ROR_wwi,unreviewed,ROR_wwi,60,16,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,336,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,ROR_www,unreviewed,ROR_www,60,12,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,338,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,ROR_xxi,unreachable,ROR_xxi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,337,no path from reachable AArch64 compiler/emitter roots
emitter_api,ROR_xxx,unreachable,ROR_xxx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,339,no path from reachable AArch64 compiler/emitter roots
emitter_api,SBC_www,unreachable,SBC_www,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,248,no path from reachable AArch64 compiler/emitter roots
emitter_api,SBC_xxx,unreachable,SBC_xxx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,249,no path from reachable AArch64 compiler/emitter roots
emitter_api,SBCS_www,unreviewed,SBCS_www,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,250,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,SBCS_xxx,unreachable,SBCS_xxx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,251,no path from reachable AArch64 compiler/emitter roots
emitter_api,SBFIZ_wwii,unreachable,SBFIZ_wwii,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,355,no path from reachable AArch64 compiler/emitter roots
emitter_api,SBFIZ_xxii,unreachable,SBFIZ_xxii,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,356,no path from reachable AArch64 compiler/emitter roots
emitter_api,SBFM_wwii,unreviewed,SBFM_wwii,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,268,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,SBFM_xxii,unreviewed,SBFM_xxii,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,269,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,SBFX_wwii,unreachable,SBFX_wwii,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,363,no path from reachable AArch64 compiler/emitter roots
emitter_api,SBFX_xxii,unreachable,SBFX_xxii,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,364,no path from reachable AArch64 compiler/emitter roots
emitter_api,SCVTF_dw,audited,SCVTF_dw,60,6,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,475,AARCH64_JIT_AUDIT_SCVTF_EMITTER.md
emitter_api,SCVTF_dx,unreachable,SCVTF_dx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,477,no path from reachable AArch64 compiler/emitter roots
emitter_api,SCVTF_sw,unreachable,SCVTF_sw,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,476,no path from reachable AArch64 compiler/emitter roots
emitter_api,SDIV_www,unreviewed,SDIV_www,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,231,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,SDIV_xxx,unreviewed,SDIV_xxx,60,5,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,232,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,SET_LOW8_xx,audited,SET_LOW8_xx,60,12,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,447,AARCH64_JIT_AUDIT_FSCC_LIFECYCLE.md
emitter_api,SET_xxbit,unreviewed,SET_xxbit,60,10,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,441,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,SET_xxCflag,unreachable,SET_xxCflag,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,437,no path from reachable AArch64 compiler/emitter roots
emitter_api,SET_xxVflag,unreviewed,SET_xxVflag,60,11,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,436,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,SET_xxZflag,unreviewed,SET_xxZflag,60,8,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,435,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,SMULH_xxx,unreachable,SMULH_xxx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,218,no path from reachable AArch64 compiler/emitter roots
emitter_api,SMULL_xww,unreviewed,SMULL_xww,60,6,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,221,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STP_wwXi,unreviewed,STP_wwXi,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,142,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STP_xxXi,unreviewed,STP_xxXi,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,143,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STP_xxXpre,unreviewed,STP_xxXpre,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,144,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STR_dXi,unreviewed,STR_dXi,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,455,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STR_dXx,unreviewed,STR_dXx,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,457,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STR_sXi,unreachable,STR_sXi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,456,no path from reachable AArch64 compiler/emitter roots
emitter_api,STR_wXi,unreviewed,STR_wXi,60,35,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,145,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STR_wXx,unreviewed,STR_wXx,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,148,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STR_wXxLSLi,unreviewed,STR_wXxLSLi,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,151,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STR_xXi,unreviewed,STR_xXi,60,19,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,146,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STR_xXpre,unreviewed,STR_xXpre,60,4,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,147,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STR_xXx,unreachable,STR_xXx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,149,no path from reachable AArch64 compiler/emitter roots
emitter_api,STRB_wXi,unreachable,STRB_wXi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,152,no path from reachable AArch64 compiler/emitter roots
emitter_api,STRB_wXx,unreviewed,STRB_wXx,60,4,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,153,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STRH_wXi,unreviewed,STRH_wXi,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,154,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STRH_wXx,unreviewed,STRH_wXx,60,2,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,155,reachable encoder API; requires opcode/width/branch-range contract classification
emitter_api,STUR_wXi,unreachable,STUR_wXi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,157,no path from reachable AArch64 compiler/emitter roots
emitter_api,STURH_wXi,unreachable,STURH_wXi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,158,no path from reachable AArch64 compiler/emitter roots
emitter_api,SUB_wwi,audited,SUB_wwi,80,35,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,252,AARCH64_JIT_AUDIT_SUB_EMITTERS.md
emitter_api,SUB_www,audited,SUB_www,80,23,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,254,AARCH64_JIT_AUDIT_SUB_EMITTERS.md
emitter_api,SUB_wwwEX,unreachable,SUB_wwwEX,80,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,256,no path from reachable AArch64 compiler/emitter roots
emitter_api,SUB_xxi,audited,SUB_xxi,80,5,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,253,AARCH64_JIT_AUDIT_SUB_EMITTERS.md
emitter_api,SUB_xxx,audited,SUB_xxx,80,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,255,AARCH64_JIT_AUDIT_SUB_EMITTERS.md
emitter_api,SUBS_wwi,audited,SUBS_wwi,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,257,AARCH64_JIT_AUDIT_SUB_EMITTERS.md
emitter_api,SUBS_wwish,unreachable,SUBS_wwish,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,260,only used by unreachable sub_w_ri; configured DBcc uses dbcc_dec_w -> jnf_SUB_w_imm
emitter_api,SUBS_www,audited,SUBS_www,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,262,AARCH64_JIT_AUDIT_SUB_EMITTERS.md
emitter_api,SUBS_wwwLSLi,audited,SUBS_wwwLSLi,60,3,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,264,AARCH64_JIT_AUDIT_SUB_EMITTERS.md
emitter_api,SUBS_xxi,unreachable,SUBS_xxi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,258,no path from reachable AArch64 compiler/emitter roots
emitter_api,SUBS_xxish,unreachable,SUBS_xxish,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,261,no path from reachable AArch64 compiler/emitter roots
emitter_api,SUBS_xxx,unreachable,SUBS_xxx,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,263,no path from reachable AArch64 compiler/emitter roots
emitter_api,SUBS_xxxLSLi,unreachable,SUBS_xxxLSLi,60,0,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,265,no path from reachable AArch64 compiler/emitter roots
emitter_api,SXTB_ww,unreviewed,SXTB_ww,60,1,BasiliskII/src/uae_cpu_2026/compiler/codegen_arm64.h,270,reachable encoder API; requires opcode/width/branch-range contract classification
